,header,review,rating,recommend,country,date
3244,british airway customer review,ba 56 jnb lhr 15 august 2014 business class a380 upper deck flight live expectation many seat make business class cabin look crowded narrow seat row facing opposite direction problem impedes free movement seat specially one middle window side also much space storage personal item like spec etc window blind section upper deck kept lowered entire 11 hr flight cue outside light whatsoever landed heathrow parked stand felt like sitting light proof box artificial illumination thought need keep blind open landing take 747 business class comfortable a380, 5,no,United Kingdom,2014-08-26
3245,british airway customer review,paid 2500 upgrade world traveller plus got departure lounge upgraded business class brilliant air hostess made point letting u known plus people free upgrade return journey world traveller plus happy table broken air steward sarcastic food bad plus steward seemed favour paid lot money fly maldives choice fly ba go direct steward male female need remember customer paying lot money service, 1,no,United Kingdom,2014-08-26
3246,british airway customer review,flew london beijing club world ba039 aug 7 cabin disgrace sat upper deck seat 62a worried filthy window metallic looking tape emergency exit door foam strip hanging addition carpet locker filthy inside food service excellent vote wallet boycott ba wherever possible, 3,no,United Kingdom,2014-08-20
3247,british airway customer review,lgw tfs lgw club europe travelled hand baggage given well publicised issue swissport baggage handling lgw outbound flight 15 7 2014 ba best time departure rarity seems lgw ba a320 fair condition additional leg room club europe two excellent flight attendant return 22 7 2014 different story probably worst ba flight ever delayed departure tfs though 10 minute late arrival lgw additional leg room a320 club europe lazy cabin crew bare minimum limited grace screaming infant control toddler ignorant teenager club europe cabin airline fault could done manage situation one example two teenager row 1 immediately reclined seat face couple front u take cabin crew even make teenager raise seat meal service credit couple front u though manner recline seat face substantial premium fly club europe worth people child controlled promised additional personal space provided score average flight outbound top mark across board bar entertainment none inbound would preferred score zero, 6,yes,United Kingdom,2014-08-20
3248,british airway customer review,18 august 2014 gatwick orlando flight detail departure went well however food served flight limited choice chicken sausage fine ran could offer veggie option pasta father law eat ended 2 bread roll lunch dinner served within first hour 8 hour flight 7 hour later served snack one option coronation chicken chicken 2 party 6 liked father law nothing 1 4 pretty poor show british airway travelled virgin mexico june year economy class offered menu three choice lunch dinner enough everyone snack served option given enough virgin also provided good entertainment system date film tv game something need long journey ba able provide ba competitor definitely offering value money fly ba like limit choice however would definitely prefer fly virgin future opinion flight enough food passenger look offering coronation chicken go well large number passenger happened good old ham cheese, 7,no,United Kingdom,2014-08-20
3249,british airway customer review,flew lhr luxembourg afternoon flight enjoyed delicious afternoon tea champagne husband birthday flight attendant efficient jolly felt much really nice birthday celebration sky baggage received quickly flight travelled back economy really good drink biscuit crisp problem place aircraft park got due bad weather quickly could bad, 10,yes,United Kingdom,2014-08-18
3250,british airway customer review,flew a380 lax lhr jnb lhr lax august 2014 business class plane designed someone never flew seat close together room window side get seat flat person put foot rest place stand step person next get aisle addition person window seat get food handed front face person aisle put many people row seat narrow virtually place small drawer seat personal item used flight without getting seat get something overhead, 2,no,United States,2014-08-18
3251,british airway customer review,journey bom lhr connecting flight lhr mia surprisingly enough transit lhr bad aircraft 777 200 got complimentary upgrade world traveler world traveler plus seat good spacious service professional food nice especially english breakfast served prior landing drawback absence overhead air vent time made little stuffy flight entertainment lacked variety emirate example overall pleasant experience mind flying ba, 8,yes,United States,2014-08-18
3252,british airway customer review,sad say ba missed big opportunity new 787 a380 entered service old sub standard business class seating retired 747s compared many airline ba premium service poor know keep 4 star rating cabin crew excellent though concede food poor steak ruined swimming grease laughingly referred jus mixed hollandaise sauce make disgusting mess 787 good ba improved ife system screen small stowed take landing unlike economy premium pay get le, 3,no,United Kingdom,2014-08-18
3253,british airway customer review,june 25th 2014 wife daughter boarded boston door closed ready depart london baggage cart hit airplane deplaned understandable hour told plane would depart room plane day call friend make arrangement customer relation help offered british airway ba help ground said hotel voucher really yes really thought british airway standard air travel alternative book british airway great long everything going planned anything go wrong confused people idea help, 1,no,United States,2014-08-13
3254,british airway customer review,flew sydney singapore london return thoroughly enjoyed flight good food good service would definitely use 2015 planned flight oslo thank british airway, 10,yes,Australia,2014-08-13
3255,british airway customer review,lhr houston lhr two u travelled using avios amex companion voucher excellent cabin crew sector good selection wine food pretty decent particularly outbound staff houston even found returned ipod left aircraft outbound sector, 9,yes,United Kingdom,2014-08-13
3256,british airway customer review,ba 835 dublin lhr 25th july 2014 left dublin 13 05 travel plan sufficient time connect flight lhr hong kong leaving dublin pilot opined good day fly reaching lhr informed due thunderstorm diverted gatwick running fuel summary sat tarmac gatwick two hour scant update would taking lhr temperature inside cabin became oppressive added misery reaching lhr ba staff opinion ineffectual sorry shrug shoulder real assistance passenger connecting flight lucky managed get flight hong kong cathay pacific moment spare dash terminal 3 whilst understand volatility weather real point review ba appears abandoned basic customer service clearly reflected ba absence top 10 airline rating could lot better, 4,no,Ireland,2014-08-13
3257,british airway customer review,flight ba 937 dusseldorf london 13th march ba 932 back dusseldorf 15th march flight served airbus a319 cabin good shape seat pitch 34 inch width 17 inch lounge dus airport owned lounge quite nice nothing special lounge ba lhr t5 good lot space even busy time anyway know time quite empty check hand luggage ba 937 delayed 1 hour due foggy weather london nice staff start serve drink reduce waiting time ground brunch served takeoff choice cold platter assorted cheese meat bread roll warm cheese ham croissant salad drink including champagne served twice enough relatively short flight check ba 932 bought liquid t5 quick also friendly staff ba lounge wrote busy worth reduce waiting time nice flight attendant drink served 3 time light dinner mixed salad real inflight entertainment like intraeuropean flight small tv flight information, 9,yes,Germany,2014-08-13
3258,british airway customer review,heathrow newark 787 flight pleasant comfortable left heathrow 1 hour late arrived time seat comfortable food ok service excellent walk outside rain catch bus take u plane would recommend ba due service heathrow t5, 8,yes,United Kingdom,2014-08-13
3259,british airway customer review,ba25 aug 8th lhr hkk club world upper deck overall good flight service bit robotic pre departure drink offered main breakfast served main course opted healthy light meal tasty wanted trying avoid heavy meal bed surprised limited wine selection two white two red nz sauv blanc tasty connoisseur may felt restricted choice staff overall pleasant happy help asked pro active passenger included ask thing attended without request seemed 5 minute slow drink round meal service etc small complaint however managed solid 7 hour sleep overall experience good entertainment system a380 much improved good flown vssg etc window seat certainly private feel much spacious storage compartment window would recommend especially middle seat solid business class still lagging behind like cx sg primarily service seat layout britishness product still make smile, 8,yes,United Kingdom,2014-08-13
3260,british airway customer review,travelled lhr yyz ba97 9 july returning ba96 28july check lhr absolute breeze including security took 5 minute gallery lounge south end t5 awful poor food dirty furniture smelly toilet outbound aircraft g bnlg surely one ancient 747s existence judging state interior least main cabin boarding window shade 10 20 departure stayed entire flight including take landing peculiar head cabin service person said keep sun questioned new ba policy daytime flight departed arrived minute late issue food service average usual nowhere near standard international business class elsewhere immigration baggage delivery yyz swift return departure formality quick painless lounge pearson ok nothing special aircraft time g bgyc upper deck reasonable condition although always ba club world seating little stowage space whole backwards forward concept something personally dislike food almost non existent 2310 departure people slept would understandable proper breakfast offer unfortunately better going mcdonalds unripe fruit sort egg bacon muffin awful also person window seat something eat drink every time crew member came order would lower partition pas disturbance creates service policy poor seat design lazy crew flight time arrival process ok baggage delivery slow experience expect ba day average best, 3,no,United Kingdom,2014-08-11
3261,british airway customer review,flight heathrow newark new dreamliner fantastic comfortable quiet clean cabin crew superb professional customer service priority appreciate flying new aircraft make difference flight however ba continue invest fleet maintain excellent level customer service see reason fly another carrier especially considering ba avios point usage allows point spent flight virgin however dictate many point spend flight flown ba virgin many time nice attempt virgin advertising terminal 5 however sat terminal 5 experiencing quick easy run terminal board brand new aircraft hard see advertisement working, 9,yes,United Kingdom,2014-08-11
3262,british airway customer review,great service lcy anger western france embraer 175 london city airport convenient london dweller flight comfortable saturday flight outbound totally full time attentive cabin crew comfortable even breakfast disappointingly hard croissant ham cheese could spoil positive impression coming back wednesday le half full double drink snack round ticket 120 return seems reasonable considering alternative region ryanair tour stansted almost much factor extra price luggage snack ba win hand, 10,yes,United Kingdom,2014-08-06
3263,british airway customer review,06 40 flight 4 august glasgow london city cancelled explanation typical ba service nobody assist alternative arrangement concept customer care much world favourite airline third rate come expect, 1,no,United Kingdom,2014-08-06
3264,british airway customer review,li lhr 30 july j class airbus 320 expecting however disappointed seat ok particularly comfortable food average choice fruit meat platter either poor cabin crew automatic mode smiling whatsoever interested chatting front cabin complaining sure inflight entertainment altogether even shared movie however departed time arrived 15 min schedule price cheapest ever business class seat fly ba keen intercontinental flight quality superior european route, 6,yes,Canada,2014-08-04
3265,british airway customer review,upgraded premium economy business yvr vancouver lhr london club world cabin full couple passenger upgraded first despite staff friendly helpful although food great chocolate desert delicious though seat nice wide facing rearward 747 could sitting right next someone know ife lot choice many new movie chose altogether good flight, 7,yes,Switzerland,2014-08-02
3266,british airway customer review,upgraded business class return flight verona absolute disgrace flight left around 11 30pm lounge closed 9 20pm lounge awful dirty little way business class facility flight cattle class seen organisation courtesy easyjet flight boarding like rugby scrum priority boarding spent 20 minute bus air conditioning crammed packed hot condition flight run food worst flight memory absolute shocking customer service absolute joke audacity claim business class accountable n trade description act, 1,no,United Kingdom,2014-08-02
3267,british airway customer review,am lcy economy embraer aircraft half full time short flight high standard cabin service wine small snack offered excellent flight respect, 10,yes,Australia,2014-08-02
3268,british airway customer review,porto lhr economy pushed back late arrived time flight full good cabin service sandwich drink good standard overall, 8,yes,Australia,2014-08-02
3269,british airway customer review,lhr sin 26 july 2014 upgraded wtp club world even chance ask value money 5 pay flight flight went well even managed sleep fold flat bed cabin crew pleasant helpful one attendant retrieved usb adapter luggage could charge phone little surprised usb port seat upstairs 747 attendant appeared passport control hall called without success unfortunately looking passenger left glass behind food absolutely fine burgundy little drinkable probably one better flight taken done sufferance one pretty good overall, 8,yes,United Kingdom,2014-07-31
3270,british airway customer review,26th july lgw orlando drink service crew good champagne upon boarding top without requesting greatly appreciated food outstanding pleasant enough overall cabin service good several service drink top ups requested let flight number unruly child flight outside seat port side 8 9 year old child front got seat every five minute continually throughout flight younger sibling also jointing manage stay put attempted avail flat bed three time child stood leg clambered seat parent child never intervened check child behaviour although well aware behaving wife much luck either couple rear sat throughout flight crossed legged isle playing child toy wife struggle passed every time wished use toilet surely tripping hazard many child flight well behaved done parent set boundary offspring whilst ba held responsible child behaviour feel club world cabin sort announcement made ba requesting passenger child respect comfort fellow passenger p club lounge gatwick like kindergarten another story, 4,yes,United Kingdom,2014-07-31
3271,british airway customer review,lhr cph lhr business class joke scruffy aircraft ripped upholstery dirty cabin chaotic slow service know short flight 90 min take hour get one cup cold stewed tea flight attendant including manager seem clue seat actually narrow economy 3x3 configuration middle one kept vacant inflight entertainment easy price paid absolute disgrace seriously think better experience easyjet,"                         na                     ",no,United Kingdom,2014-07-31
3272,british airway customer review,lhr cdg lhr outbound a320 26 7 return a319 27 7 euro traveller flight boarded efficiently departed arrived time seat bit tired comfortable enough 60 minute flight exit row 9 a319 worth taking available provides extra legroom refreshment flight short anything else, 7,yes,United Kingdom,2014-07-31
3273,british airway customer review,toronto london wtp 787 london toronto club world 747 element flight ba seemed back old self dreamliner wtp time best cabin service experienced male attendant smiled enough professional ba seemed dropped nice touch though hot towel soft drink take menu card look like wtp seems demoted fast bar service good entree wtp service morphed wt breakfast reverted muffin nuffin t c juice paper cup really insult overnight flight ill thought penny pinching landing early heathrow fast bag ended good overall flight return flight club one best ever lounge better range hot cold food though furniture still need replacing board two male crew upstairs jumbo superb friendly helpful starting well 2nd champagne take due delay boarding fast bar service excellent lunch sea bass exceptional calm oasis upper deck allowed sleep tired afternoon tea served real personalised service smile reminded old time ba best time landing fast bag finished excellent flight often answer variable cabin crew, 10,yes,Canada,2014-07-31
3274,british airway customer review,12 2013 lhr lax a380 aircraft clean seat comfortable leg space restricted ife computer installed underneath seat front amenity kit contained cushion blanket headphone toothbrush eye shade ear plug food way selection tikka masala macaroni cheese average quality followed small ice cream sandwich breakfast croissant fa lacked courteousness friendliness motivation flight repeatedly reaction call button several hour present cabin ife system good big selection movie documentary etc due malfunction system restarted erased preference experience british airway compatible flag carrier due lack service restricted seating, 5,no,Netherlands,2014-07-31
3275,british airway customer review,used ba past 20 year chose move airmiles plan regretted ever since use soon possible even flying paid flight find staff snooty bad customer attitude moment trying check flight chosen best option multiple stop line check work told staff member never mind airport much point reporting anything 24 hour good customer service check 24 hour hand lost luggage twice trip seat changed reason someone else able use original choice seat problem flight changed able change back original booking travelled economy premium economy flown 10 hour inflight entertainment, 4,no,Canada,2014-07-29
3276,british airway customer review,flight ba935 dus lhr 31 5 2014 onboard g eupu a319 flight time smooth drink served together small sandwich crew good seat also fine short flight, 8,yes,Netherlands,2014-07-29
3277,british airway customer review,flight ba283 lhr lax 31 5 2014 onboard g xlee a380 flight punctual smooth nice breakfast dinner served flight also received ice cream tasty crew good friendly drawback drink round made 11 hour flight seated upper deck row 74 big advantage seating 2 4 2 configuration window seat nice bin put stuff, 8,yes,Netherlands,2014-07-29
3278,british airway customer review,round trip family jfk hyd via lhr onward flight delayed jfk 2 hr stressful 10 month old 4 yr old inflight service good transit lhr nightmare mile long walk alighting central point terminal 5 gate information anywhere check scan every food item baby though departing flight terminal 5 walk 30 40 yard go level walk train get second stop go escalator walk another 50 yard last gate c63 gate agent let carry said big remove baby food item kid carry hand inside plane check carry return flight delayed checked 3 30am 6 40am flight flight took 9 15am transit lhr thankfully better time aircraft jfk old 747 falling apart bulkhead time original flight late accommodate u another full flight old seat kept reclining c blowing hot cold takeoff asked staff serve meal first 4 yr old luck never going fly british pas lhr, 2,no,United States,2014-07-29
3279,british airway customer review,lhr bsl lhr 22nd 23rd july ba748 ba755 a319 way bag drop t5 seemed take age used north lounge pretty full time day flight delayed little arrived 15min late service 1hr 20min flight fine economy class sandwich drink supplied return bag drop basel quick used euro lounge nice return flight quick boarding full sandwich drink served service good short flight arrived t5 bit late bag recovered 30 min, 7,yes,United Kingdom,2014-07-29
3280,british airway customer review,flew rome newcastle via heathrow ground staff service excellent heathrow needed disability assistance day due fly home received text 17 30 say flight cancelled could contact customer service 14 hour told booked earlier flight meant taking taxi airport losing money already paid previous transfer disability assistance service receive heathrow awful left 1 hour someone take u plane next station one take u flight connection push wheelchair, 1,no,United Kingdom,2014-07-29
3281,british airway customer review,flight ba274 la lhr 8 6 2014 onboard g civb b747 flight time smooth catering average small portion quality much le ba standard crew good see long time flight 2 drink round made 9 5 hour flight everyone know enough seat good enough legroom, 7,yes,Netherlands,2014-07-29
3282,british airway customer review,ba2262 17th feb 2014 4a jamaica london gatwick need climb anyone leg close toilet galley help seat good good space great meal chicken curry good nice bottle wine help steward helpful going grenada soon see first flight going try, 10,yes,United Kingdom,2014-07-29
3283,british airway customer review,dme lhr july 23 club world seat 64a quite novelty travelling 747 aircraft flight three hour long sat upper deck full detract excellent service provided two dedicated crew chose seat one step foot exit also fraction longer seat three window four compartment beneath window store item use seat bed used z position good relaxing food wine choice good club kitchen well stocked main deck treat dinner, 9,yes,United Kingdom,2014-07-29
3284,british airway customer review,lhr dme 19 july seat 1a club world flew one converted a321 jet bmi used impressed seat configuration 1 2 seat travelling alone single seat great lot space place item seat different position arm chair fully flat bed seat also built massage function tv screen 15 inch size operated remote seat service excellent two male crew member food wine selection high standard, 9,yes,United Kingdom,2014-07-29
3285,british airway customer review,ba206 miami lhr upper deck dinner took 3 hour complete 2 staff obviously sufficient old 747 tv screen going colour b w frustrating enough time watch couple movie dinner served, 3,no,United Kingdom,2014-07-29
3286,british airway customer review,flew 777 200 london heathrow san diego worst flight taken british airway rather tall person 6 7 travelling economy person front could recline seat due leg blocking recline complained cabin personnel could recline asked remove knee could recline stating cabin crew would comfortable journey seem care food served could even put tray table cabin crew would serve meal stating tray must position eat meal tell truth spent best part 7 hour 11 hour flight toilet least could stretch leg wrote letter british airway inform flight heard anything back show really care passenger, 3,no,United States,2014-07-27
3287,british airway customer review,domestic edinburgh gatwick late 40 min unusual flight lovely clean quiet made time crew smart friendly side coming bridge closed gate herded onto packed bus bag came fairly quickly sometimes lgw, 9,yes,Hong Kong,2014-07-27
3288,british airway customer review,lhr bsl lhr a319 way check bag drop att5 took age around 40 min checked lounge boarding good seat 15c enough time coffee sandwich arrived little late due weather return similar flight experience food full flight bag drop bsl quick nice lounge departed little late arrived 20 min late otherwise good experience nice crew direction, 6,yes,United Kingdom,2014-07-27
3289,british airway customer review,dme lhr b747 400 used avios sample new first check area dme congested queue lounge plenty comfortable seat limited food beverage gate area like holding pen much small 747 load first club ended boarding different gate number board shown seat given explanation seat function service mature crew excellent one passenger first food ok particularly exciting main disappointment seat amount personal space enough room shoe jacket wardrobe everything else go overhead locker seemed many seat crammed cabin moved 1k 3k bit space privacy others experience ba first called club world plus, 7,yes,United Kingdom,2014-07-25
3290,british airway customer review,flight lax zhr via lhr leg lax lhr a380 800 g xlea good aircraft clean perfect condition bulkhead seat whole family perfect aware bulkhead seat cold c flight full leaving time boarding stress le entertainment good touchscreen little bit slow selection huge food service good beef delicious staff friendly helpful kid leg lhr zrh regular a320 nothing special, 9,yes,Switzerland,2014-07-22
3291,british airway customer review,14 7 14 trinidad st lucia lgw club way st lucia ba inexplicable outdated crew change one previous day flight two day holiday st lucia check po usually unprofessional trini style ba share lounge colonial style dress code nip loo change short trouser left time 45min trip st lucia bulk holidaymaker board back lgw positive heard new po st lucia cabin crew ask wanted beer landed st lucia busy saying goodbye incoming new crew saying goodbye departing po st lucia passenger st lucia lgw new crew girl came around newspaper said ft please hand clue ft dare ask top one glass bubbly clear soon various job done various designated crew new male wash bag laugh asked female wash bag actually slightly better flight got cold asked extra blanket told politely firmly sorry yet load overhead locker found later point ba flight day expect nothing u get odd staff member actually extra consider bonus, 6,yes,United Kingdom,2014-07-22
3292,british airway customer review,mad lcy business great lounge madrid flight boarding good food awful service poor arrival lcy good however baggage awful bag mine priority last, 2,no,United Kingdom,2014-07-22
3293,british airway customer review,flew lcy mad business 3 people cabin 12 welcome pre take drink poor service awful food warm drink turbulence got air dealt well overall poor service, 3,yes,United Kingdom,2014-07-22
3294,british airway customer review,got wonderful cheap fare london city florence 56 way london city delight travel except flight badly delayed sadly announcement made tell anyone happening 2 hour delay shown departure board popped boarding time actually ba fan handled badly information assistance boarded delayed another hour thankfully board cabin crew pilot great communicating almost made bad handling ground staff great hot breakfast drink served board way return flight time lovely crew acceptable snack drink service excellent value compared low cost carrier extra charge bag etc allowed free drink wanted apart delay outbound wonderful trip would 10 10 left time, 9,yes,United Kingdom,2014-07-22
3295,british airway customer review,flight zrh sfo via lhr leg zrh lhr regular a320 nothing special leg lhr sfo 747 400 g civy good aircraft clean good condition entertainment perfect sufficient food service good beef delicious staff friendly helpful kid flight calm perfect flight u, 8,yes,Switzerland,2014-07-22
3296,british airway customer review,doh bah lhr lax flight started doha short hop bahrain pick passenger check ok baggage allowance 1 kilo made pay flight departed time older 777 broken ac everyone roasting inside plane good hot middle eastern summer told would better airborne endure twice due stop bahrain crew fantastic though welcoming moment stepped onboard compensated lack ac dinner served good nothing write home breakfast ife old avod capability movie loop channel old movie arrived lhr terminal 3 nice quite early morning people shop around flight lax older 777 new ife avod time crew mixed bag male crew bit rude food lunch ok like dessert small portion bring lot food 2 hour arrival sad sandwich yoghurt serve carrier serve full meal second meal snack around time ife crashed half plane nothing good thing almost arrival time pretty boring flight full well arrived time bag 10 minute come immigration faster ok long flight disappointing get wanted, 7,yes,Saudi Arabia,2014-07-20
3297,british airway customer review,10th july ba117 lhr jfk well flown ba number year favourite airline past experience travelling hand luggage easy decided pre purchase seat go online check seat selection easy got good seat 777 300 747 obviously aircraft change arrive airport go security scan boarding card get rejected need get passport visa validated ba desk proceed would good shown boarding pas boarding good onto new plane good seat good entertainment staff seemed interested engaging crew seemed good walked aircraft view ba restored would fly yes, 8,yes,United Kingdom,2014-07-17
3298,british airway customer review,flew got lhr lax back new a380 flight got lhr alright even though flatbread served inedible transferred t5 quick easy must say heathrow get better better every time visit long haul flight ba a380 excellent sat upper deck huge privilege since seat 2 4 2 also sat window seat made even better since installed locker next seat put stuff staff excellent also good looking food better could imagined economy route whole experience overall better thought 500 ticket far best gone come flight atlantic, 10,yes,Sweden,2014-07-17
3299,british airway customer review,lgw bgi lgw club world r old careworn b777 200 airplane clean sector food outbound gatwick almost inedible unbelievably also ran choice inbound airplane toilet reeked least food return slightly improved cabin crew sector simply going motion rushed robotic club world seat narrow uncomfortable inflight entertainment system bad joke screen poor tiny selection movie ba called business class experience woefully outdated extremely poor product compared international carrier amazed british airway standard low get away mere b transport missing business class class, 3,no,United Kingdom,2014-07-17
3300,british airway customer review,flew lhr mumbai return husband disappointing gallery lounge terminal 5 overcrowded noisy feel cafeteria tranquil suggested ba food average unable avail spa facility fully booked enough toilet number people lounge husband queue pay extra guarantee 2 seat together tune 240 boarded aircraft boeing 747 400 cabin crew appeared rushed flustered forthcoming drink refreshment particularly welcoming yin yang seat configuration work well u continually lean forward talk seat comfort okay quite narrow ife work return flight flight food average outstanding check mumbai return flight slow kept waiting least 40 minute apology delay business class lounge mumbai appalling described business class facility food poor quality selection clearly hanging around time whole experience ba club world seriously underwhelming fly, 3,no,United Kingdom,2014-07-15
3301,british airway customer review,lhr cph lhr business class way economy return trip flight time trip staff usual excellent within airport plane inflight entertainment operated a320 whose seat looking little tired biggest gripe food business flight sandwich bordering stale return trip cold chicken wrap short imagination quite disappointed food appears gone downhill badly since last flight come ba sort thing gave clear lead rival, 6,yes,United Kingdom,2014-07-15
3302,british airway customer review,lhr fra lhr spotlessly clean airbus looked brand new although crew immensely friendly helpful smile everybody slight delay return leg kept well informed minus point remote stand fra slow boarding disembarkation snail pace, 8,yes,United Kingdom,2014-07-15
3303,british airway customer review,flew jnb lhr return considered ba fly a380 route undoubtedly best aircraft fly hit minor turbulence direction one easily get rest ba undoubtedly upped game premium economy 744 equivalent worst sky a380 considerable improvement gripe premium economy get special boarding benefit time got plane cabin already full assume others relevant frequent flyer privilege anyway food superb proper crockery cutlery attentive service superb entertainment really recommend flying a380 unlucky find old 744 expect opposite cramped cabin mediocre seat regular economy class service, 9,yes,South Africa,2014-07-15
3304,british airway customer review,disappointed flight back munich although 2 hour offered small basket consisting packet nut shortbread flight munich considerably better offered chicken curry wrap etc told booking return munich one seat left however aircraft still seat left including one next however really snack offered main bone contention chose british airway preference cheap budget airline find little difference flight catering, 6,no,United Kingdom,2014-07-15
3305,british airway customer review,flew british airway mother paphos manchester fit fly certificate stated needed room turn recently broken hip told airport seat front available go second row shuffle sideways painful distressing 3 seat front could room turn occupied 3 able bodied men think total disregard passenger welfare never fly ba,"                         na                     ",no,Italy,2014-07-15
3306,british airway customer review,taken ba flight lhr jfk rtn outstanding service staff went beyond make u comfortable cabin director found dad 60th birthday gave bottle champagne take away friendly nothing much trouble flew older 747 newer 777 latest interior comfortable plenty leg room entertainment great screen older aircraft little small much better newer food best airline restaurant quality without doubt, 10,yes,United Kingdom,2014-07-13
3307,british airway customer review,paris london nassau flight time flight paris london a319 short trip comfortable 2nd flight london nassau old 767 food good tasty plenty drink offer flight crowded plenty room people spread cabin issue flight avod old picture clear sound terrible good experience, 7,yes,Ireland,2014-07-12
3308,british airway customer review,london gatwick bari bag drop slow print luggage tag plane old 737 well preserved clean tidy cabin crew nice always pilot explained real reason one hour delay ground crew always say due late arrival incoming aircraft sandwich lunch nice good drink selection onboard good experience, 7,yes,United Kingdom,2014-07-12
3309,british airway customer review,lhr yvr lhr flew first shabby 744 nothing like first displayed bbc documentary ba squeezing many passenger nose 744 joke staff way excellent attended half empty cabin great attention detail ob old contract crew ib standby mixed fleet crew normal route food lhr palatable yvr awful return leg ife faulty fast track ob free bus fed aircraft return feel bbc hurt ba first passenger expectation raised abnormal level let average product tired equipment shown tv generally happy due fact used avios amex voucher flight would paid flight would disappointing would chosen air canada ba really need sort dated equipment sooner rather later premium client opt carrier especially middle eastern far eastern route continue use ba due avios reward demand loyalty financial reason could recommend passenger pay either cw first, 8,no,United Kingdom,2014-07-08
3310,british airway customer review,ba026 7th july seat 66b arrived hk connecting cx flight able use qf lounge close gate hkia boarding quick upgraded wt gate welcome travelling london malaysia back 3 day like a380 quiet seat comfortable wt 5th trip ba 380 departed time ife good however crew food best flight used tg london bkk kul 2 day earlier economy food crew fantastic continue using ba tempted maybe use star alliance future, 8,yes,United Kingdom,2014-07-08
3311,british airway customer review,went sydney singapore london lisbon long flight 27 hour including 2 hour sing london flown asian carrier good flew ba time best value lisbon expecting great service pleasantly surprised plane good good entertainment food good staff also pleasant professional criticism leg including return ask people front raise seat served meal asked 2 case asked person front raise seat saw many ask get people raise asian airline come along say serving meal raise seat, 7,yes,Australia,2014-07-08
3312,british airway customer review,flew glasgow gatwick vega gatwick glasgow flown way get put baggage glasgow forget glasgow gatwick real comment cabin crew much minimum flew premium economy 777 200 flight full premium cabin cramped fair distance away toilet allowed use toilet front cabin crew minimum food acceptable return flight standard kept trying say booked back edinburgh took age sort breakfast bit joke found flying ba best carry snack feed course got back gatwick ran french atc control strike announcement made hang around gatwick day finally got flight glasgow 8pm least luggage arrived well done ba made comment ba customer service told flight cancelled due aircraft unserviceability queried respondent confirmed aircraft u could offer explanation told different would like complement ba virgin totally beat hand, 5,no,United Kingdom,2014-07-08
3313,british airway customer review,bridgetown london gatwick avios companion ticket fantastic cabin crew friendly yet professional good tasty choice food nice selection wine le satisfactory ba experience late one proved deliver top quality product, 10,yes,United Kingdom,2014-07-08
3314,british airway customer review,travelled husband sister brother inlaw rome via heathrow yep long flight everyone kept reminding told decided upgrade premium economy thanks travel agent got good deal several year ago put flying british airway thought give another go disappointed flight good considering flew straight rome felt pretty good end 30 hour air premium eco seat plenty leg room flight 2 bag per person even flight barcelona gatwick grateful say food anything rave food eating plane long really good overall flight really good time easy pickup bag etc disappointment pay allocation seat apparently common practice upfront defiantly investigate ba though, 8,yes,Australia,2014-07-06
3315,british airway customer review,flew yyz lhr 1st july booked wt upgraded club world gate went way compensate awful outgoing flight see separate review fabulous flight attentive flight attendant decent food although cannelloni bit dry excellent wine slight negative 777 noisy aircraft even sitting near front overall ba best, 9,yes,United Kingdom,2014-07-06
3316,british airway customer review,lhr iad ba 293 b772er club world checked fairly quickly t5 first class counter due gold tier status security speed average despite fast track first class lounge food good business centre worked well boarding efficient fast track left c terminal gate time staff reasonably efficient friendly throughout flight latest elemi wash bag bad joke cw food still quite disappointing inconsistent pasta meal quite dry wine beverage choice good eight year old cw seat desperate need competitive replacement eight across cw pathetic seamless seat cushion comfortable though foot rest work well combining two make bed reduced six across cw room storage small item needed flight much shoulder elbow hip room thankfully jump anyone foot window seat aisle seat unoccupied baggage awaiting arrival clearing immigration iad overall reasonably pleasant flight sad see ba cw product declined much past 15 year loyal ba customer plan remain, 7,yes,United States,2014-07-06
3317,british airway customer review,paid top money club europe upon leaving uk thought well worth great helpful check fast track immigration lovely lounge plane saw number economy passenger throw hand luggage open locker club europe passenger feel policed late arrival club europe passenger room put hand luggage service meal average really worth extra money especially got rome club europe passenger luggage last waited close 30 minute hopefully british airway sort rome baggage handler flying next week hope better experience, 5,yes,New Zealand,2014-07-06
3318,british airway customer review,montreal lhr love ba sometimes day one crew ready passenger boarding still eating crew food pre flight everything seemed rushed newspaper amenity kit offered flight fine food good landing lhr parked remotely husband requested assistance told wait passenger disembarked took 20 minute join bus help needle say one hand inside t5 flagging passing buggy manage get border control great, 4,yes,United Kingdom,2014-07-06
3319,british airway customer review,flew lhr yyz 23 june new 787 impressed bumpy taxiing smooth inflight really notice extra cabin pressure humidity supposed wonderful seated window seat flight completely spoilt massive 130 kg passenger seated middle seat could fit armrest needed help passenger aisle seat even fasten seatbelt unacceptable especially since paid 30 extra choose seat cabin crew friendly efficient though notice situation huge fellow passenger something know safety issue nothing else otherwise flight ok, 2,yes,United Kingdom,2014-07-06
